Alternative,Cement,BlastFurnaceSlag,FlyAsh,Water,Superplasticizer,CoarseAgg,FineAgg,AgeDays
alt663,157,236,0,192,0,935.4,781.2,28
alt664,133,200,0,192,0,927.4,839.2,28
alt665,250.2,166.8,0,203.5,0,977.6,694.1,7
alt666,173,116,0,192,0,946.8,856.8,7
alt667,192,288,0,192,0,929.8,716.1,3
alt668,192,288,0,192,0,929.8,716.1,28
alt669,153,102,0,192,0,888,943.1,3
alt670,288,192,0,192,0,932,717.8,3
alt671,305.3,203.5,0,203.5,0,965.4,631,28
alt672,236,157,0,192,0,972.6,749.1,7
alt673,173,116,0,192,0,946.8,856.8,3
alt674,212,141.3,0,203.5,0,973.4,750,7
alt675,236,157,0,192,0,972.6,749.1,3
alt676,183.9,122.6,0,203.5,0,959.2,800,90
alt677,166.8,250.2,0,203.5,0,975.6,692.6,7
alt678,102,153,0,192,0,887,942,7
alt679,288,192,0,192,0,932,717.8,28
alt680,212,141.3,0,203.5,0,973.4,750,28
alt681,102,153,0,192,0,887,942,28
alt682,173,116,0,192,0,946.8,856.8,28
alt683,183.9,122.6,0,203.5,0,959.2,800,28
alt684,133,200,0,192,0,927.4,839.2,90
alt685,192,288,0,192,0,929.8,716.1,90
alt686,133,200,0,192,0,927.4,839.2,7
alt687,305.3,203.5,0,203.5,0,965.4,631,3
alt688,236,157,0,192,0,972.6,749.1,90
alt689,108.3,162.4,0,203.5,0,938.2,849,3
alt690,157,236,0,192,0,935.4,781.2,7
alt691,288,192,0,192,0,932,717.8,7
alt692,212,141.3,0,203.5,0,973.4,750,3
alt693,212,141.3,0,203.5,0,973.4,750,90
alt694,153,102,0,192,0,888,943.1,28
alt695,236,157,0,192,0,972.6,749.1,28
alt696,116,173,0,192,0,909.8,891.9,28
alt697,183.9,122.6,0,203.5,0,959.2,800,7
alt698,108.3,162.4,0,203.5,0,938.2,849,7
alt699,203.5,305.3,0,203.5,0,963.4,630,28
alt700,203.5,305.3,0,203.5,0,963.4,630,3
alt701,133,200,0,192,0,927.4,839.2,3
alt702,288,192,0,192,0,932,717.8,90
alt703,200,133,0,192,0,965.4,806.2,7
alt704,200,133,0,192,0,965.4,806.2,28
alt705,250.2,166.8,0,203.5,0,977.6,694.1,3
alt706,122.6,183.9,0,203.5,0,958.2,800.1,3
alt707,153,102,0,192,0,888,943.1,90
alt708,200,133,0,192,0,965.4,806.2,90
alt709,116,173,0,192,0,909.8,891.9,3
alt710,173,116,0,192,0,946.8,856.8,90
alt711,250.2,166.8,0,203.5,0,977.6,694.1,28
alt712,305.3,203.5,0,203.5,0,965.4,631,90
alt713,192,288,0,192,0,929.8,716.1,7
alt714,157,236,0,192,0,935.4,781.2,3
alt715,153,102,0,192,0,888,943.1,7
alt716,141.3,212,0,203.5,0,971.8,748.5,90
alt717,116,173,0,192,0,909.8,891.9,7
alt718,141.3,212,0,203.5,0,971.8,748.5,3
alt719,122.6,183.9,0,203.5,0,958.2,800.1,7
alt720,166.8,250.2,0,203.5,0,975.6,692.6,90
alt721,203.5,305.3,0,203.5,0,963.4,630,90
alt722,310,0,0,192,0,1012,830,3
alt723,310,0,0,192,0,1012,830,7
alt724,310,0,0,192,0,1012,830,28
alt725,310,0,0,192,0,1012,830,90
alt726,310,0,0,192,0,1012,830,120
alt727,331,0,0,192,0,1025,821,3
alt728,331,0,0,192,0,1025,821,7
alt729,331,0,0,192,0,1025,821,28
alt730,331,0,0,192,0,1025,821,90
alt731,331,0,0,192,0,1025,821,120
alt732,349,0,0,192,0,1056,809,3
alt733,349,0,0,192,0,1056,809,7
alt734,349,0,0,192,0,1056,809,28
alt735,349,0,0,192,0,1056,809,90
alt736,349,0,0,192,0,1056,809,120
alt737,238,0,0,186,0,1119,789,7
alt738,238,0,0,186,0,1119,789,28
alt739,296,0,0,186,0,1090,769,7
alt740,296,0,0,186,0,1090,769,28
alt741,297,0,0,186,0,1040,734,7
alt742,480,0,0,192,0,936,721,28
alt743,480,0,0,192,0,936,721,90
alt744,397,0,0,186,0,1040,734,28
alt745,281,0,0,186,0,1104,774,7
alt746,281,0,0,185,0,1104,774,28
alt747,500,0,0,200,0,1125,613,1
alt748,500,0,0,200,0,1125,613,3
alt749,500,0,0,200,0,1125,613,7
alt750,500,0,0,200,0,1125,613,14
alt751,500,0,0,200,0,1125,613,28
alt752,540,0,0,173,0,1125,613,7
alt753,540,0,0,173,0,1125,613,14
alt754,540,0,0,173,0,1125,613,28
alt755,540,0,0,173,0,1125,613,90
alt756,540,0,0,173,0,1125,613,180
alt757,540,0,0,173,0,1125,613,270
alt758,350,0,0,203,0,974,775,7
alt759,350,0,0,203,0,974,775,14
alt760,350,0,0,203,0,974,775,28
alt761,350,0,0,203,0,974,775,56
alt762,350,0,0,203,0,974,775,90
alt763,350,0,0,203,0,974,775,180
alt764,385,0,0,186,0,966,763,1
alt765,385,0,0,186,0,966,763,3
alt766,385,0,0,186,0,966,763,7
alt767,385,0,0,186,0,966,763,14
alt768,385,0,0,186,0,966,763,28
alt769,331,0,0,192,0,978,825,180
alt770,331,0,0,192,0,978,825,360
alt771,349,0,0,192,0,1047,806,3
alt772,331,0,0,192,0,978,825,3
alt773,382,0,0,186,0,1047,739,7
alt774,382,0,0,186,0,1047,739,28
alt775,382,0,0,186,0,1111,784,7
alt776,281,0,0,186,0,1104,774,28
alt777,339,0,0,185,0,1069,754,7
alt778,339,0,0,185,0,1069,754,28
alt779,295,0,0,185,0,1069,769,7
alt780,295,0,0,185,0,1069,769,28
alt781,238,0,0,185,0,1118,789,28
alt782,296,0,0,192,0,1085,765,7
alt783,296,0,0,192,0,1085,765,28
alt784,296,0,0,192,0,1085,765,90
alt785,331,0,0,192,0,879,825,3
alt786,331,0,0,192,0,978,825,7
alt787,331,0,0,192,0,978,825,28
alt788,331,0,0,192,0,978,825,90
alt789,349,0,0,192,0,1047,806,7
alt790,349,0,0,192,0,1047,806,28
alt791,349,0,0,192,0,1047,806,90
alt792,349,0,0,192,0,1047,806,180
alt793,349,0,0,192,0,1047,806,360
alt794,302,0,0,203,0,974,817,14
alt795,302,0,0,203,0,974,817,180
alt796,525,0,0,189,0,1125,613,180
alt797,500,0,0,200,0,1125,613,90
alt798,500,0,0,200,0,1125,613,180
alt799,500,0,0,200,0,1125,613,270
alt800,540,0,0,173,0,1125,613,3
alt801,252,0,0,185,0,1111,784,7
alt802,252,0,0,185,0,1111,784,28
alt803,339,0,0,185,0,1060,754,28
alt804,393,0,0,192,0,940,758,3
alt805,393,0,0,192,0,940,758,28
alt806,393,0,0,192,0,940,758,90
alt807,382,0,0,185,0,1047,739,7
alt808,382,0,0,185,0,1047,739,28
alt809,252,0,0,186,0,1111,784,7
alt810,252,0,0,185,0,1111,784,28
alt811,310,0,0,192,0,970,850,7
alt812,310,0,0,192,0,970,850,28
alt813,310,0,0,192,0,970,850,90
alt814,310,0,0,192,0,970,850,180
alt815,310,0,0,192,0,970,850,360
alt816,525,0,0,189,0,1125,613,3
alt817,525,0,0,189,0,1125,613,7
alt818,525,0,0,189,0,1125,613,14
alt819,525,0,0,189,0,1125,613,28
alt820,525,0,0,189,0,1125,613,90
alt821,525,0,0,189,0,1125,613,270
alt822,322,0,0,203,0,974,800,14
alt823,322,0,0,203,0,974,800,28
alt824,322,0,0,203,0,974,800,180
alt825,302,0,0,203,0,974,817,28
alt826,397,0,0,185,0,1040,734,28
alt827,480,0,0,192,0,936,721,3
alt828,522,0,0,146,0,896,896,7
alt829,522,0,0,146,0,896,896,28
alt830,273,105,82,210,9,904,680,28
alt831,162,190,148,179,19,838,741,28
alt832,154,144,112,220,10,923,658,28
alt833,147,115,89,202,9,860,829,28
alt834,152,178,139,168,18,944,695,28
alt835,310,143,111,168,22,914,651,28
alt836,144,0,175,158,18,943,844,28
alt837,304,140,0,214,6,895,722,28
alt838,374,0,0,190,7,1013,730,28
alt839,159,149,116,175,15,953,720,28
alt840,153,239,0,200,6,1002,684,28
alt841,310,143,0,168,10,914,804,28
alt842,305,0,100,196,10,959,705,28
alt843,151,0,184,167,12,991,772,28
alt844,142,167,130,174,11,883,785,28
alt845,298,137,107,201,6,878,655,28
alt846,321,164,0,190,5,870,774,28
alt847,366,187,0,191,7,824,757,28
alt848,280,129,100,172,9,825,805,28
alt849,252,97,76,194,8,835,821,28
alt850,165,0,150,182,12,1023,729,28
alt851,156,243,0,180,11,1022,698,28
alt852,160,188,146,203,11,829,710,28
alt853,298,0,107,186,6,879,815,28
alt854,318,0,126,210,6,861,737,28
alt855,287,121,94,188,9,904,696,28
alt856,326,166,0,174,9,882,790,28
alt857,356,0,142,193,11,801,778,28
alt858,132,207,161,179,5,867,736,28
alt859,322,149,0,186,8,951,709,28
alt860,164,0,200,181,13,849,846,28
alt861,314,0,113,170,10,925,783,28
alt862,321,0,128,182,11,870,780,28
alt863,140,164,128,237,6,869,656,28
alt864,288,121,0,177,7,908,829,28
alt865,298,0,107,210,11,880,744,28
alt866,265,111,86,195,6,833,790,28
alt867,160,250,0,168,12,1049,688,28
alt868,166,260,0,183,13,859,827,28
alt869,276,116,90,180,9,870,768,28
alt870,322,0,116,196,10,818,813,28
alt871,149,139,109,193,6,892,780,28
alt872,159,187,0,176,11,990,789,28
alt873,261,100,78,201,9,864,761,28
alt874,237,92,71,247,6,853,695,28
alt875,313,0,113,178,8,1002,689,28
alt876,155,183,0,193,9,1047,697,28
alt877,146,230,0,202,3,827,872,28
alt878,296,0,107,221,11,819,778,28
alt879,133,210,0,196,3,949,795,28
alt880,313,145,0,178,8,867,824,28
alt881,152,0,112,184,8,992,816,28
alt882,153,145,113,178,8,1002,689,28
alt883,140,133,103,200,7,916,753,28
alt884,149,236,0,176,13,847,893,28
alt885,300,0,120,212,10,878,728,28
alt886,153,145,113,178,8,867,824,28
alt887,148,0,137,158,16,1002,830,28
alt888,326,0,138,199,11,801,792,28
alt889,153,145,0,178,8,1000,822,28
alt890,262,111,86,195,5,895,733,28
alt891,158,0,195,220,11,898,713,28
alt892,151,0,185,167,16,1074,678,28
alt893,273,0,90,199,11,931,762,28
alt894,149,118,92,183,7,953,780,28
alt895,143,169,143,191,8,967,643,28
alt896,260,101,78,171,10,936,763,28
alt897,313,161,0,178,10,917,759,28
alt898,284,120,0,168,7,970,794,28
alt899,336,0,0,182,3,986,817,28
alt900,145,0,134,181,11,979,812,28
alt901,150,237,0,174,12,1069,675,28
alt902,144,170,133,192,8,814,805,28
alt903,331,170,0,195,8,811,802,28
alt904,155,0,143,193,9,1047,697,28
alt905,155,183,0,193,9,877,868,28
alt906,135,0,166,180,10,961,805,28
alt907,266,112,87,178,10,910,745,28
alt908,314,145,113,179,8,869,690,28
alt909,313,145,0,127,8,1000,822,28
alt910,146,173,0,182,3,986,817,28
alt911,144,136,106,178,7,941,774,28
alt912,148,0,182,181,15,839,884,28
alt913,277,117,91,191,7,946,666,28
alt914,298,0,107,164,13,953,784,28
alt915,313,145,0,178,8,1002,689,28
alt916,155,184,143,194,9,880,699,28
alt917,289,134,0,195,6,924,760,28
alt918,148,175,0,171,2,1000,828,28
alt919,145,0,179,202,8,824,869,28
alt920,313,0,0,178,8,1000,822,28
alt921,136,162,126,172,10,923,764,28
alt922,155,0,143,193,9,877,868,28
alt923,255,99,77,189,6,919,749,28
alt924,162,207,172,216,10,822,638,28
alt925,136,196,98,199,6,847,783,28
alt926,164,163,128,197,8,961,641,28
alt927,162,214,164,202,10,820,680,28
alt928,157,214,152,200,9,819,704,28
alt929,149,153,194,192,8,935,623,28
alt930,135,105,193,196,6,965,643,28
alt931,159,209,161,201,7,848,669,28
alt932,144,15,195,176,6,1021,709,28
alt933,154,174,185,228,7,845,612,28
alt934,167,187,195,185,7,898,636,28
alt935,184,86,190,213,6,923,623,28
alt936,156,178,187,221,7,854,614,28
alt937,236.9,91.7,71.5,246.9,6,852.9,695.4,28
alt938,313.3,0,113,178.5,8,1001.9,688.7,28
alt939,154.8,183.4,0,193.3,9.1,1047.4,696.7,28
alt940,145.9,230.5,0,202.5,3.4,827,871.8,28
alt941,296,0,106.7,221.4,10.5,819.2,778.4,28
alt942,133.1,210.2,0,195.7,3.1,949.4,795.3,28
alt943,313.3,145,0,178.5,8,867.2,824,28
alt944,151.6,0,111.9,184.4,7.9,992,815.9,28
alt945,153.1,145,113,178.5,8,1001.9,688.7,28
alt946,139.9,132.6,103.3,200.3,7.4,916,753.4,28
alt947,149.5,236,0,175.8,12.6,846.8,892.7,28
alt948,299.8,0,119.8,211.5,9.9,878.2,727.6,28
alt949,153.1,145,113,178.5,8,867.2,824,28
alt950,148.1,0,136.6,158.1,16.1,1001.8,830.1,28
alt951,326.5,0,137.9,199,10.8,801.1,792.5,28
alt952,152.7,144.7,0,178.1,8,999.7,822.2,28
alt953,261.9,110.5,86.1,195.4,5,895.2,732.6,28
alt954,158.4,0,194.9,219.7,11,897.7,712.9,28
alt955,150.7,0,185.3,166.7,15.6,1074.5,678,28
alt956,272.6,0,89.6,198.7,10.6,931.3,762.2,28
alt957,149,117.6,91.7,182.9,7.1,953.4,780.3,28
alt958,143,169.4,142.7,190.7,8.4,967.4,643.5,28
alt959,259.9,100.6,78.4,170.6,10.4,935.7,762.9,28
alt960,312.9,160.5,0,177.6,9.6,916.6,759.5,28
alt961,284,119.7,0,168.3,7.2,970.4,794.2,28
alt962,336.5,0,0,181.9,3.4,985.8,816.8,28
alt963,144.8,0,133.6,180.8,11.1,979.5,811.5,28
alt964,150,236.8,0,173.8,11.9,1069.3,674.8,28
alt965,143.7,170.2,132.6,191.6,8.5,814.1,805.3,28
alt966,330.5,169.6,0,194.9,8.1,811,802.3,28
alt967,154.8,0,142.8,193.3,9.1,1047.4,696.7,28
alt968,154.8,183.4,0,193.3,9.1,877.2,867.7,28
alt969,134.7,0,165.7,180.2,10,961,804.9,28
alt970,266.2,112.3,87.5,177.9,10.4,909.7,744.5,28
alt971,314,145.3,113.2,178.9,8,869.1,690.2,28
alt972,312.7,144.7,0,127.3,8,999.7,822.2,28
alt973,145.7,172.6,0,181.9,3.4,985.8,816.8,28
alt974,143.8,136.3,106.2,178.1,7.5,941.5,774.3,28
alt975,148.1,0,182.1,181.4,15,838.9,884.3,28
alt976,277,116.8,91,190.6,7,946.5,665.6,28
alt977,298.1,0,107.5,163.6,12.8,953.2,784,28
alt978,313.3,145,0,178.5,8,1001.9,688.7,28
alt979,155.2,183.9,143.2,193.8,9.2,879.6,698.5,28
alt980,289,133.7,0,194.9,5.5,924.1,760.1,28
alt981,147.8,175.1,0,171.2,2.2,1000,828.5,28
alt982,145.4,0,178.9,201.7,7.8,824,868.7,28
alt983,312.7,0,0,178.1,8,999.7,822.2,28
alt984,136.4,161.6,125.8,171.6,10.4,922.6,764.4,28
alt985,154.8,0,142.8,193.3,9.1,877.2,867.7,28
alt986,255.3,98.8,77,188.6,6.5,919,749.3,28
alt987,272.8,105.1,81.8,209.7,9,904,679.7,28
alt988,162,190.1,148.1,178.8,18.8,838.1,741.4,28
alt989,153.6,144.2,112.3,220.1,10.1,923.2,657.9,28
alt990,146.5,114.6,89.3,201.9,8.8,860,829.5,28
alt991,151.8,178.1,138.7,167.5,18.3,944,694.6,28
alt992,309.9,142.8,111.2,167.8,22.1,913.9,651.2,28
alt993,143.6,0,174.9,158.4,17.9,942.7,844.5,28
alt994,303.6,139.9,0,213.5,6.2,895.5,722.5,28
alt995,374.3,0,0,190.2,6.7,1013.2,730.4,28
alt996,158.6,148.9,116,175.1,15,953.3,719.7,28
alt997,152.6,238.7,0,200,6.3,1001.8,683.9,28
alt998,310,142.8,0,167.9,10,914.3,804,28
alt999,304.8,0,99.6,196,9.8,959.4,705.2,28
alt1000,150.9,0,183.9,166.6,11.6,991.2,772.2,28
alt1001,141.9,166.6,129.7,173.5,10.9,882.6,785.3,28
alt1002,297.8,137.2,106.9,201.3,6,878.4,655.3,28
alt1003,321.3,164.2,0,190.5,4.6,870,774,28
alt1004,366,187,0,191.3,6.6,824.3,756.9,28
alt1005,279.8,128.9,100.4,172.4,9.5,825.1,804.9,28
alt1006,252.1,97.1,75.6,193.8,8.3,835.5,821.4,28
alt1007,164.6,0,150.4,181.6,11.7,1023.3,728.9,28
alt1008,155.6,243.5,0,180.3,10.7,1022,697.7,28
alt1009,160.2,188,146.4,203.2,11.3,828.7,709.7,28
alt1010,298.1,0,107,186.4,6.1,879,815.2,28
alt1011,317.9,0,126.5,209.7,5.7,860.5,736.6,28
alt1012,287.3,120.5,93.9,187.6,9.2,904.4,695.9,28
alt1013,325.6,166.4,0,174,8.9,881.6,790,28
alt1014,355.9,0,141.6,193.3,11,801.4,778.4,28
alt1015,132,206.5,160.9,178.9,5.5,866.9,735.6,28
alt1016,322.5,148.6,0,185.8,8.5,951,709.5,28
alt1017,164.2,0,200.1,181.2,12.6,849.3,846,28
alt1018,313.8,0,112.6,169.9,10.1,925.3,782.9,28
alt1019,321.4,0,127.9,182.5,11.5,870.1,779.7,28
alt1020,139.7,163.9,127.7,236.7,5.8,868.6,655.6,28
alt1021,288.4,121,0,177.4,7,907.9,829.5,28
alt1022,298.2,0,107,209.7,11.1,879.6,744.2,28
alt1023,264.5,111,86.5,195.5,5.9,832.6,790.4,28
alt1024,159.8,250,0,168.4,12.2,1049.3,688.2,28
alt1025,166,259.7,0,183.2,12.7,858.8,826.8,28
alt1026,276.4,116,90.3,179.6,8.9,870.1,768.3,28
alt1027,322.2,0,115.6,196,10.4,817.9,813.4,28
alt1028,148.5,139.4,108.6,192.7,6.1,892.4,780,28
alt1029,159.1,186.7,0,175.6,11.3,989.6,788.9,28
alt1030,260.9,100.5,78.3,200.6,8.6,864.5,761.5,28
